Qual o seu ano de ingresso?,"Em relacao ao seu PROJETO DE PESQUISA, voce esta:","Em relacao a sua PRODUcaO CIENTiFICA, voce esta:",Voce acredita que sua pesquisa possui relevancia e pertinencia social?,Voce acredita que sua pesquisa possui relevancia e pertinencia economica?,Voce acredita que sua pesquisa possui relevancia e pertinencia ambiental?,Voce acredita que sua pesquisa promove avanco cientifico?,Voce acredita que sua pesquisa esta alinhada com o objetivo e missao de seu Programa?,Sua pesquisa podera gerar solucoes para os problemas que a sociedade enfrenta ou vira a enfrentar?,Qual o nivel de internacionalizacao do seu programa?,Voce se sente preparado para a internacionalizacao do seu Programa de Pos-Graduacao? ,Voce entende que o seu Programa de Pos-Graduacao esta preparado para a internacionalizacao?,Qual o seu nivel de proficiencia em lingua inglesa?,Cluster
2019,4,3,4,2,4,2,2.0,2,2,4.0,2.0,4,1
2018,4,3,2,2,2,2,2.0,3,3,2.0,3.0,2,2
2019,2,3,4,4,3,2,4.0,3,4,3.0,4.0,1,0
2018,2,3,3,2,4,2,2.0,1,2,3.0,2.0,2,2
2020,4,3,2,2,2,2,2.0,4,2,3.0,4.0,3,1
2021,2,4,2,2,2,2,2.0,3,4,4.0,2.0,4,1
2020,2,2,4,4,4,4,4.0,4,4,2.0,2.0,2,0
2019,4,4,2,2,2,2,2.0,2,4,2.0,4.0,2,1
2019,2,2,4,2,3,2,2.0,4,4,4.0,4.0,3,1
2020,4,3,3,2,2,2,2.0,2,2,2.0,2.0,3,2
2020,4,4,2,2,2,2,2.0,4,4,3.0,4.0,3,1
2020,4,4,2,2,2,2,2.0,4,2,3.0,4.0,2,1
2020,2,2,2,2,4,2,2.0,2,2,3.0,4.0,4,1
2019,4,4,2,2,2,2,2.0,3,4,3.0,2.0,3,1
2020,4,2,2,2,2,2,2.0,2,3,4.0,4.0,3,1
2020,4,3,4,2,2,3,4.0,2,3,2.0,2.0,1,2
2020,4,4,2,2,2,2,4.0,4,2,3.0,4.0,3,1
2019,3,3,4,4,4,4,2.0,2,3,4.0,2.0,3,0
2020,3,4,4,4,2,3,4.0,3,2,4.0,3.0,2,0
2018,1,1,2,2,3,2,2.0,2,2,2.0,3.0,4,2
2018,4,4,2,2,4,2,2.0,4,4,2.0,3.0,2,1
2017,2,4,2,2,2,2,2.0,2,4,2.0,2.0,4,2
2018,3,3,2,2,2,2,2.0,2,3,2.0,3.0,1,2
2020,4,3,4,4,4,4,4.0,2,2,4.0,2.0,3,0
2020,3,3,4,4,3,4,4.0,4,2,3.0,4.0,3,0
2020,2,4,2,2,3,2,2.0,3,4,2.0,2.0,2,2
2019,3,4,4,4,3,3,3.0,2,4,4.0,2.0,1,0
2020,2,2,2,2,2,2,2.0,3,2,4.0,2.0,2,2
2021,2,2,4,2,2,2,2.0,2,2,4.0,2.0,4,2
2019,3,2,3,4,2,3,3.0,3,2,1.0,3.0,2,2
2020,2,2,2,2,2,2,2.0,2,2,3.0,4.0,3,1
2020,3,4,3,3,3,3,3.0,3,2,4.0,2.0,4,0
2020,4,4,4,4,4,2,2.0,2,2,2.0,2.0,4,0
2020,4,4,2,2,2,2,4.0,2,4,3.0,4.0,2,1
2020,2,4,4,2,4,2,4.0,3,4,1.0,2.0,1,2
2020,3,3,3,3,3,3,3.0,4,2,3.0,4.0,3,0
2019,3,4,4,2,2,4,3.0,4,3,3.0,4.0,3,0
2020,2,2,2,2,2,2,2.0,2,2,4.0,2.0,4,2
2020,2,2,2,2,4,2,2.0,2,2,2.0,2.0,2,2
2020,2,2,1,3,3,2,2.0,2,2,2.0,2.0,3,2
2019,4,3,4,4,2,4,2.0,4,2,4.0,4.0,4,0
2020,4,4,4,2,2,2,2.0,2,4,4.0,4.0,2,1
2020,4,3,3,3,3,4,4.0,2,3,2.0,3.0,4,0
2021,2,4,2,2,2,2,2.0,2,2,4.0,4.0,3,1
2020,2,3,2,2,2,2,4.0,4,3,4.0,3.0,3,1
2018,2,4,2,2,2,2,2.0,2,2,2.0,2.0,3,2
2019,3,3,2,2,3,2,4.0,3,4,1.0,3.0,1,2
2020,2,3,2,2,2,2,2.0,2,4,4.0,4.0,3,1
2018,3,1,3,3,3,4,3.0,3,2,4.0,3.0,3,0
2020,4,3,2,2,2,2,2.0,2,4,3.0,4.0,3,1
2021,2,2,2,2,2,2,2.0,2,2,2.0,2.0,2,2
2020,2,2,2,2,2,2,2.0,2,2,2.0,2.0,3,2
2020,2,2,2,2,2,2,2.0,2,4,3.0,2.0,3,2
2020,2,2,2,2,2,2,2.0,2,4,4.0,4.0,2,1
2020,2,4,2,2,2,2,2.0,2,4,4.0,4.0,4,1
2020,4,4,2,2,4,2,2.0,2,2,2.0,2.0,2,2
2019,4,3,4,4,4,4,4.0,4,4,2.0,2.0,3,0
2020,3,4,4,4,2,2,2.0,4,4,2.0,4.0,4,0
2017,3,4,4,4,2,4,4.0,4,2,4.0,4.0,2,0
2020,2,2,2,2,2,2,2.0,2,2,4.0,3.0,4,1
2021,2,3,2,2,4,2,2.0,2,2,3.0,2.0,2,2
2019,4,4,2,2,3,4,2.0,4,3,3.0,3.0,3,0
2020,3,4,2,2,2,2,4.0,4,2,2.0,3.0,1,2
2021,2,2,4,4,3,2,2.0,2,4,2.0,2.0,2,2
2020,2,2,2,2,3,4,2.0,2,4,4.0,3.0,3,1
2018,4,3,2,2,3,4,4.0,2,3,2.0,4.0,2,0
2019,4,3,2,2,2,2,4.0,2,2,2.0,3.0,4,2
2020,2,2,2,2,3,2,2.0,2,1,1.0,1.0,3,2
2019,3,2,2,4,1,4,2.0,2,3,3.0,3.0,4,1
2019,2,3,2,2,4,2,2.0,2,3,3.0,4.0,3,1
2020,3,3,2,2,2,2,2.0,2,4,4.0,4.0,3,1
2019,2,2,2,2,1,2,2.0,2,4,2.0,4.0,2,2
2020,1,2,2,2,4,2,2.0,2,4,3.0,3.0,3,1
2018,4,4,4,3,2,4,2.0,4,3,3.0,4.0,4,0
2019,2,2,2,2,4,2,2.0,2,4,3.0,4.0,2,1
2018,1,2,3,2,2,4,4.0,4,1,3.0,3.0,3,0
2018,1,2,3,2,2,4,4.0,4,1,3.0,3.0,3,0
2019,4,4,2,4,3,2,2.0,2,3,4.0,4.0,3,1
2019,2,4,2,4,3,2,2.0,3,3,3.0,4.0,2,1
2021,2,2,2,2,2,2,2.0,3,2,3.0,2.0,2,2
2019,2,2,2,2,2,2,2.0,2,3,4.0,2.0,4,1
2020,2,4,2,2,2,2,4.0,4,4,3.0,4.0,3,1
2019,4,4,2,2,3,2,2.0,4,3,3.0,4.0,2,1
2019,4,4,2,2,3,2,2.0,4,3,3.0,4.0,2,1
2019,2,2,2,2,2,4,4.0,2,4,4.0,3.0,3,1
2020,2,4,4,4,3,4,2.0,4,3,3.0,4.0,3,0
2018,3,3,4,4,4,4,4.0,4,3,4.0,4.0,3,0
2021,2,2,2,2,2,4,2.0,2,3,3.0,4.0,1,2
2021,4,4,2,2,2,2,2.0,4,2,4.0,2.0,3,1
2021,4,3,4,4,3,2,2.0,4,4,4.0,2.0,3,0
2020,2,2,2,2,2,2,2.0,2,2,2.0,2.0,4,2
2019,4,2,2,2,4,2,2.0,2,3,4.0,4.0,3,1
2020,4,4,4,4,4,4,3.0,4,4,3.0,4.0,2,0
2019,4,3,2,2,2,2,4.0,2,2,3.0,4.0,2,1
2021,4,4,2,2,2,2,2.0,2,3,4.0,4.0,3,1
2021,2,2,2,2,2,2,2.0,2,4,4.0,3.0,1,1
2021,2,2,2,2,2,2,2.0,4,3,3.0,3.0,2,2
2020,2,3,2,2,2,2,2.0,2,3,2.0,4.0,4,1
2020,2,2,2,2,2,2,2.0,2,2,2.0,2.0,4,2
2021,4,3,4,4,4,4,2.0,4,2,4.0,2.0,0,0
2021,4,3,4,4,2,2,2.0,2,2,4.0,2.0,3,1
2020,4,3,2,2,2,2,4.0,2,4,4.0,4.0,3,1
2020,4,4,4,4,2,4,2.0,2,2,3.0,3.0,1,0
2017,4,4,4,4,4,4,4.0,4,3,4.0,4.0,3,0
2021,2,2,2,2,2,2,2.0,2,3,2.0,2.0,4,2
2019,4,2,2,2,4,2,2.0,4,3,2.0,3.0,1,2
2021,4,4,4,4,4,4,4.0,4,2,4.0,4.0,3,0
2021,4,3,4,4,4,4,4.0,4,3,3.0,3.0,3,0
2020,2,4,2,4,2,2,2.0,2,4,4.0,4.0,2,1
2017,2,2,2,2,2,2,2.0,2,4,2.0,4.0,2,2
2017,2,2,2,2,2,2,2.0,2,3,2.0,2.0,4,2
2020,2,4,2,2,4,2,2.0,2,4,4.0,2.0,3,1
2020,4,4,2,2,2,2,2.0,2,3,3.0,2.0,1,2
2019,2,4,2,2,2,2,2.0,2,4,4.0,4.0,3,1
2020,2,4,4,2,2,2,4.0,2,3,3.0,4.0,3,1
2020,4,3,2,2,2,2,2.0,2,3,2.0,2.0,4,2
2020,4,4,2,2,4,2,2.0,2,0,4.0,4.0,3,1
2019,4,3,4,4,4,4,2.0,4,2,4.0,2.0,2,0
2020,4,3,2,2,2,2,2.0,2,1,2.0,4.0,4,2
2020,2,4,2,2,2,2,2.0,2,2,4.0,2.0,3,1
2019,2,2,2,2,2,2,2.0,2,3,1.0,4.0,1,2
2017,4,4,2,2,2,2,2.0,4,3,3.0,3.0,3,1
2017,2,4,2,2,2,2,2.0,2,3,3.0,2.0,2,2
2018,2,4,4,4,4,2,2.0,4,4,2.0,2.0,3,0
2019,2,3,2,2,2,4,4.0,2,3,3.0,3.0,4,1
2019,2,2,2,2,2,2,2.0,2,3,4.0,4.0,3,1
2017,4,3,4,4,4,4,4.0,4,3,3.0,3.0,3,0
2016,2,2,2,2,4,2,2.0,2,3,4.0,4.0,1,1
2019,2,2,2,2,2,2,2.0,2,4,4.0,4.0,2,1
2021,2,4,3,4,4,2,2.0,4,3,3.0,4.0,3,0
2020,2,4,2,2,2,2,2.0,4,3,4.0,4.0,2,1
2019,4,3,2,2,2,2,2.0,2,2,4.0,3.0,2,1
2019,4,4,4,4,2,2,2.0,4,2,2.0,4.0,4,0
2016,2,2,4,4,2,4,4.0,2,3,4.0,4.0,4,0
2019,4,4,2,2,2,4,4.0,2,4,4.0,2.0,3,1
2020,4,2,2,2,2,2,2.0,2,4,2.0,4.0,0,2
2019,4,3,2,2,2,2,4.0,4,3,4.0,4.0,4,1
2020,4,2,4,3,4,4,4.0,2,4,2.0,4.0,3,0
2020,2,2,3,2,2,2,2.0,2,3,2.0,2.0,3,2
2019,2,3,2,2,2,2,2.0,2,1,2.0,4.0,2,2
2019,2,4,4,4,4,4,2.0,4,3,4.0,2.0,4,0
2020,4,3,2,3,3,2,2.0,3,3,2.0,4.0,4,1
2020,4,2,3,2,2,4,2.0,4,3,3.0,3.0,3,0
2019,2,3,4,3,2,2,2.0,2,2,4.0,4.0,2,1
2019,4,3,4,2,2,2,2.0,2,1,2.0,3.0,4,2
2020,4,2,2,2,2,2,2.0,2,3,3.0,3.0,2,2
2020,2,4,4,4,2,2,2.0,4,4,4.0,2.0,3,0
2019,2,4,2,2,2,2,2.0,2,4,3.0,3.0,3,1
2020,4,3,4,2,3,2,2.0,2,3,3.0,3.0,2,1
2020,2,2,2,2,2,2,2.0,2,4,2.0,2.0,3,2
2021,4,4,2,4,2,2,4.0,2,3,3.0,3.0,3,1
2019,4,4,4,2,2,4,4.0,4,2,3.0,2.0,3,0
2021,2,3,2,2,3,2,2.0,2,3,3.0,3.0,2,2
2020,2,2,2,2,2,2,2.0,2,2,2.0,2.0,4,2
2021,4,3,4,4,4,4,4.0,4,4,3.0,2.0,2,0
2019,4,3,2,2,4,2,2.0,4,1,3.0,4.0,3,1
2020,3,1,2,2,1,2,3.0,3,2,1.0,4.0,2,2
2019,4,4,2,2,3,4,2.0,4,3,2.0,4.0,3,0
2019,4,3,3,2,2,2,2.0,4,3,4.0,4.0,4,1
2019,2,4,2,2,4,4,2.0,4,3,3.0,3.0,3,1
2021,4,3,4,3,3,4,2.0,2,3,4.0,4.0,2,0
2020,3,3,4,4,3,2,4.0,4,3,2.0,4.0,4,0
2020,4,3,2,4,2,3,4.0,3,3,2.0,3.0,3,0
2019,2,1,2,3,2,2,4.0,2,3,4.0,2.0,3,2
2019,2,2,2,2,2,2,2.0,2,3,1.0,3.0,3,2
2020,2,4,4,3,4,2,4.0,4,4,3.0,4.0,2,0
2020,4,3,4,2,4,4,4.0,3,2,3.0,3.0,3,0
2019,3,3,3,3,3,3,2.0,4,3,3.0,3.0,2,0
2019,2,3,3,3,2,4,2.0,2,3,4.0,4.0,3,1
2021,2,3,2,2,2,2,2.0,2,2,3.0,4.0,2,1
2019,4,4,4,2,2,2,4.0,2,2,2.0,4.0,4,0
2021,2,2,2,2,2,2,2.0,2,2,2.0,2.0,2,2
2021,2,4,2,4,2,2,2.0,2,2,3.0,2.0,3,2
2020,2,4,2,2,2,2,2.0,2,3,2.0,2.0,2,2
2019,3,1,4,2,2,2,1.0,2,1,1.0,2.0,2,2
2020,4,3,3,1,2,2,2.0,3,2,3.0,3.0,3,1
2020,2,4,3,3,2,2,2.0,3,3,3.0,3.0,4,1
2019,4,4,3,2,2,4,4.0,4,3,4.0,3.0,2,0
2021,2,4,2,2,2,2,2.0,2,3,3.0,3.0,4,1
2019,4,3,3,2,2,2,2.0,1,4,3.0,4.0,2,1
2018,4,2,4,2,3,3,2.0,3,3,1.0,3.0,1,2
2019,2,3,4,3,3,4,4.0,4,4,3.0,4.0,3,0
2017,4,4,4,4,2,4,4.0,2,3,2.0,4.0,2,0
2021,4,4,2,2,4,2,2.0,4,4,3.0,2.0,2,1
2018,3,4,2,2,2,2,2.0,3,4,3.0,4.0,3,1
2020,4,4,2,2,2,2,2.0,3,3,4.0,4.0,3,1
2017,4,4,2,4,3,2,2.0,2,2,2.0,4.0,4,1
2020,4,4,2,4,4,4,4.0,3,2,2.0,2.0,3,0
2019,4,3,4,4,4,4,4.0,4,3,3.0,4.0,3,0
2020,4,4,4,4,2,4,4.0,2,4,4.0,4.0,3,0
2021,2,3,2,2,4,2,2.0,4,2,3.0,4.0,2,1
2020,2,2,2,2,2,2,2.0,2,3,1.0,2.0,2,2
2016,4,3,2,4,2,2,2.0,4,3,4.0,3.0,2,1
2020,2,4,4,4,4,4,2.0,4,3,3.0,3.0,2,0
2019,2,4,4,4,4,2,4.0,2,4,2.0,2.0,4,0
2017,4,3,4,4,3,4,2.0,2,2,4.0,4.0,3,0
2019,2,4,2,2,2,2,2.0,2,4,4.0,4.0,3,1
2018,2,4,2,2,2,2,2.0,3,2,4.0,4.0,3,1
2020,3,2,3,3,3,3,3.0,3,2,2.0,4.0,4,0
2019,3,2,2,2,3,4,4.0,1,4,2.0,2.0,2,2
2020,2,2,2,4,2,2,2.0,2,4,1.0,3.0,3,2
2020,2,2,2,4,2,4,4.0,2,3,1.0,2.0,2,2
2021,2,4,3,2,2,2,2.0,2,4,2.0,2.0,2,2
2020,4,2,2,2,2,2,2.0,2,2,3.0,2.0,2,2
2019,4,2,2,2,2,2,2.0,2,3,2.0,4.0,4,1
2020,4,2,2,2,2,2,2.0,2,2,3.0,2.0,2,2
2018,4,3,4,4,2,4,4.0,4,3,2.0,4.0,2,0
2019,2,4,2,2,3,4,3.0,4,1,4.0,3.0,3,0
2019,4,3,3,3,3,4,4.0,4,1,2.0,3.0,2,0
2020,3,2,4,4,3,4,4.0,4,3,3.0,4.0,3,0
2019,2,2,2,2,3,2,2.0,2,3,2.0,2.0,2,2
2018,2,3,2,3,3,2,3.0,2,3,4.0,2.0,3,1
2019,4,3,2,2,2,2,2.0,2,2,2.0,2.0,3,2
2017,2,4,4,3,4,2,4.0,3,3,4.0,3.0,3,0
2020,2,2,3,2,2,2,2.0,2,4,2.0,2.0,3,2
2020,2,2,2,2,2,2,2.0,2,4,3.0,4.0,3,1
2019,4,4,2,2,2,2,2.0,4,4,4.0,4.0,2,1
2017,4,2,4,2,2,2,2.0,4,2,2.0,2.0,4,2
2019,2,4,2,4,4,4,2.0,2,2,4.0,3.0,4,0
2020,3,3,2,2,2,2,2.0,2,4,3.0,2.0,3,2
2018,2,4,4,2,2,4,3.0,4,2,3.0,3.0,3,0
2021,2,2,4,4,2,2,4.0,2,4,4.0,4.0,3,0
2020,2,4,2,2,3,2,2.0,2,4,3.0,4.0,3,1
2018,4,3,3,4,2,4,2.0,4,4,4.0,4.0,2,0
2019,2,3,2,2,2,2,2.0,2,4,4.0,4.0,3,1
2020,2,4,2,2,2,2,2.0,2,2,4.0,2.0,3,1
2019,2,2,4,4,4,2,4.0,2,3,1.0,2.0,4,0
2018,3,1,2,2,1,2,3.0,3,3,2.0,3.0,4,2
2018,4,4,4,4,2,2,2.0,4,4,2.0,2.0,3,0
2019,2,4,2,2,2,2,2.0,2,3,3.0,4.0,2,1
2020,2,4,2,2,2,2,2.0,2,4,3.0,3.0,3,1
2020,4,4,4,4,2,2,2.0,2,2,3.0,4.0,2,0
2021,2,3,2,2,2,2,2.0,4,2,3.0,2.0,2,2
2020,3,3,3,3,4,4,4.0,3,4,2.0,4.0,2,0
2019,3,3,3,4,4,2,4.0,3,3,3.0,3.0,3,0
2016,2,2,4,4,2,4,2.0,2,3,3.0,4.0,1,0
2020,4,3,4,4,4,4,2.0,3,2,2.0,2.0,4,0
2020,2,2,3,2,2,2,2.0,2,3,2.0,4.0,2,2
2019,2,4,4,3,2,4,2.0,4,4,2.0,2.0,4,0
2018,4,4,2,2,2,2,2.0,3,2,3.0,2.0,2,2
2019,4,2,4,4,2,3,2.0,3,3,3.0,4.0,3,0
2018,2,3,2,3,2,2,4.0,2,4,4.0,4.0,3,1
2017,2,4,2,2,2,2,2.0,2,4,4.0,4.0,3,1
2020,4,3,2,2,2,2,2.0,4,4,2.0,4.0,2,1
2019,4,2,2,2,2,4,4.0,3,4,3.0,4.0,3,0
2018,4,4,4,2,2,2,2.0,2,3,4.0,4.0,3,1
2020,4,3,4,2,2,2,2.0,4,3,3.0,3.0,2,1
2020,2,3,3,3,2,2,2.0,4,3,4.0,4.0,3,1
2020,4,4,2,3,2,2,2.0,4,3,3.0,4.0,3,1
2020,2,4,2,2,2,2,2.0,2,4,2.0,2.0,4,2
2020,1,1,1,1,1,4,2.0,4,3,4.0,4.0,0,1
2019,2,4,4,3,2,4,4.0,4,4,3.0,3.0,4,0
2020,4,4,4,4,3,2,4.0,4,4,3.0,3.0,2,0
2020,3,3,2,2,2,2,2.0,2,2,2.0,2.0,2,2
2020,4,3,2,2,2,2,2.0,2,2,3.0,4.0,2,1
2020,4,3,2,2,2,2,2.0,2,2,3.0,4.0,2,1
2018,4,3,2,4,1,2,2.0,1,2,2.0,2.0,2,2
2020,4,4,2,1,1,4,3.0,2,4,3.0,4.0,2,1
2019,2,2,2,4,2,3,4.0,4,4,4.0,4.0,4,0
2020,3,3,2,3,1,3,4.0,3,4,2.0,2.0,2,2
2020,2,2,3,4,3,2,2.0,3,3,2.0,2.0,2,2
2019,2,4,2,2,3,2,4.0,2,3,4.0,2.0,4,1
2019,2,4,2,3,1,2,2.0,4,3,3.0,3.0,3,1
2020,2,4,1,4,2,4,2.0,3,3,1.0,2.0,2,2
2019,2,4,4,4,3,3,2.0,4,4,3.0,4.0,3,0
2020,3,3,2,4,3,4,4.0,4,3,2.0,4.0,2,0
2021,4,2,2,2,2,2,2.0,2,2,4.0,4.0,4,1
2019,3,2,4,2,2,4,4.0,2,3,2.0,4.0,2,0
2019,4,3,4,2,2,3,4.0,2,3,3.0,4.0,4,0
2019,2,4,2,4,1,4,4.0,4,4,3.0,4.0,2,0
2021,4,3,2,2,2,2,4.0,4,4,1.0,4.0,1,2
2021,4,3,2,2,2,4,2.0,4,4,4.0,2.0,3,1
2021,2,2,2,2,2,2,2.0,4,3,2.0,2.0,2,2
2020,2,2,2,3,3,4,2.0,2,3,4.0,4.0,4,1
2020,2,2,2,2,2,2,2.0,2,2,3.0,2.0,3,2
2017,4,3,4,4,4,4,2.0,4,4,1.0,1.0,1,0
2020,3,2,2,2,2,3,3.0,2,2,2.0,2.0,1,2
2020,2,4,2,4,4,2,2.0,2,3,4.0,2.0,4,1
2017,4,2,2,2,2,2,2.0,2,4,3.0,3.0,3,1
2019,4,3,2,2,2,2,2.0,2,2,1.0,2.0,3,2
2019,3,2,3,3,3,4,4.0,3,4,4.0,3.0,3,0
2019,3,2,3,3,3,4,4.0,3,4,4.0,3.0,3,0
2020,2,3,2,2,3,2,2.0,2,2,4.0,2.0,4,1
2019,2,4,2,2,4,2,2.0,2,4,4.0,2.0,3,1
2021,2,4,2,2,3,2,2.0,2,4,1.0,3.0,2,2
2019,2,2,2,2,2,2,2.0,4,2,2.0,2.0,3,2
2017,2,2,2,2,4,2,2.0,2,3,4.0,4.0,2,1
2018,2,4,2,2,2,2,2.0,4,2,4.0,4.0,2,1
2021,2,4,4,4,4,2,2.0,4,2,4.0,4.0,3,0
2020,2,4,2,2,3,2,2.0,4,4,3.0,4.0,3,1
2020,4,4,2,2,2,2,2.0,2,3,2.0,4.0,4,1
2019,4,4,2,2,2,2,2.0,2,4,4.0,4.0,3,1
2021,2,4,2,2,2,2,2.0,2,4,2.0,2.0,4,2
2019,2,3,4,4,3,2,4.0,2,4,2.0,2.0,2,0
2020,4,4,2,2,3,2,2.0,2,4,3.0,2.0,4,1
2019,2,4,2,2,3,2,2.0,2,2,3.0,2.0,3,2
2017,2,4,4,4,3,2,2.0,4,2,2.0,4.0,2,0
2019,4,2,2,2,2,2,2.0,2,2,3.0,3.0,2,2
2020,2,4,2,4,3,2,2.0,3,4,2.0,2.0,4,2
2017,3,3,2,4,3,4,2.0,4,4,3.0,4.0,3,0
2020,2,3,2,2,2,2,2.0,2,2,4.0,2.0,4,1
2018,2,2,2,2,2,2,2.0,4,2,2.0,2.0,4,2
2019,4,3,2,2,4,2,2.0,2,4,4.0,4.0,4,1
2018,2,4,2,2,2,2,2.0,2,2,2.0,2.0,4,2
2020,3,1,3,4,3,4,4.0,2,4,4.0,4.0,3,0
2018,2,4,2,2,4,2,2.0,2,4,3.0,4.0,2,1
2017,4,2,2,4,2,2,2.0,2,4,4.0,2.0,3,1
2019,2,2,2,2,2,2,2.0,2,2,3.0,4.0,3,1
2019,2,4,3,2,1,3,3.0,4,2,2.0,4.0,2,1
2019,3,2,4,3,3,4,4.0,3,4,1.0,3.0,1,0
2019,2,4,2,4,4,2,2.0,2,2,1.0,2.0,3,2
2020,4,4,4,4,4,4,4.0,3,1,2.0,2.0,4,0
2020,2,1,3,3,2,2,3.0,4,2,3.0,2.0,2,2
2021,3,4,4,4,1,2,2.0,4,3,2.0,4.0,3,0
2017,2,2,2,2,2,2,2.0,4,3,4.0,4.0,2,1
2020,2,1,4,4,4,4,2.0,4,3,3.0,3.0,1,0
2020,4,3,4,4,4,2,4.0,4,3,3.0,3.0,2,0
2021,2,3,2,2,2,2,2.0,2,2,4.0,4.0,3,1
2020,4,3,4,4,4,4,3.0,3,3,3.0,4.0,2,0
2019,3,3,3,1,1,2,4.0,1,3,2.0,3.0,2,2
2018,4,3,3,4,3,2,3.0,4,4,4.0,4.0,4,0
2020,2,2,2,2,2,2,2.0,2,4,4.0,2.0,4,1
2020,2,2,2,2,4,2,2.0,2,4,2.0,4.0,1,2
2019,2,4,2,2,3,2,2.0,2,3,3.0,4.0,3,1
2019,4,2,4,4,3,2,4.0,4,2,2.0,2.0,4,0
2019,2,4,4,2,4,2,2.0,2,3,2.0,4.0,2,1
2019,2,2,3,2,3,2,4.0,3,4,2.0,4.0,4,1
2019,4,4,2,2,2,2,2.0,2,2,2.0,2.0,4,2
2017,4,3,4,2,4,2,2.0,4,3,3.0,3.0,2,0
2018,4,4,4,4,4,4,4.0,4,4,3.0,3.0,3,0
2020,3,2,4,4,4,2,2.0,3,3,4.0,4.0,4,0
2020,4,4,2,2,2,4,2.0,2,2,3.0,2.0,4,2
2020,3,3,4,2,2,2,2.0,2,3,2.0,4.0,4,1
2019,2,2,2,2,2,2,2.0,4,4,2.0,4.0,2,1
2019,3,3,4,4,3,4,2.0,4,3,4.0,4.0,3,0
2018,4,3,4,4,2,4,4.0,4,4,4.0,4.0,4,0
2019,2,2,2,2,2,2,2.0,4,4,3.0,4.0,3,1
2020,4,3,4,4,2,2,2.0,2,4,2.0,4.0,3,0
2019,2,4,4,3,2,4,4.0,3,3,2.0,2.0,3,0
2020,2,2,2,2,2,2,2.0,2,4,2.0,2.0,2,2
2020,4,4,2,2,2,2,2.0,2,2,3.0,4.0,3,1
2019,4,2,3,4,3,4,4.0,3,4,3.0,4.0,2,0
2020,4,4,2,2,2,2,2.0,4,3,2.0,4.0,4,1
2021,4,4,2,4,2,2,2.0,3,3,3.0,3.0,2,1
2021,4,4,4,4,4,4,2.0,2,4,3.0,4.0,3,0
2020,2,2,2,2,2,2,2.0,2,3,3.0,3.0,2,2
2020,4,3,3,3,2,3,4.0,3,4,3.0,4.0,3,0
2019,4,3,2,2,3,2,2.0,4,4,3.0,4.0,3,1
2020,2,3,2,4,3,2,2.0,2,4,2.0,2.0,2,2
2020,4,4,4,4,4,4,4.0,4,3,3.0,4.0,2,0
2019,2,2,2,2,3,2,4.0,4,4,4.0,4.0,4,1
2018,4,3,3,4,3,4,4.0,3,4,2.0,2.0,2,0
2020,4,3,2,2,2,2,2.0,2,4,3.0,4.0,3,1
2018,4,4,2,4,2,2,2.0,2,2,3.0,4.0,3,1
2019,2,4,4,2,2,4,2.0,4,4,4.0,4.0,2,0
2019,2,3,2,2,2,2,2.0,2,4,2.0,2.0,4,2
2020,3,2,4,4,2,4,4.0,2,2,3.0,2.0,3,0
2020,4,3,4,2,2,2,4.0,4,3,4.0,4.0,3,0
2018,2,4,4,4,2,2,4.0,2,4,4.0,2.0,3,0
2019,4,4,2,4,3,2,2.0,2,4,2.0,4.0,4,1
2020,2,2,2,2,2,2,2.0,2,4,3.0,4.0,3,1
2019,2,2,2,2,2,2,2.0,2,2,2.0,2.0,2,2
2019,4,3,3,4,3,4,2.0,3,3,4.0,4.0,4,0
2017,2,2,3,4,4,2,2.0,3,3,3.0,3.0,3,0
2017,2,3,4,4,2,2,4.0,4,3,2.0,4.0,2,0
2018,4,4,2,2,4,2,2.0,2,3,4.0,4.0,2,1
2018,2,3,2,2,2,2,2.0,2,3,4.0,3.0,3,1
2020,2,2,2,2,2,2,2.0,2,2,2.0,2.0,2,2
2019,2,4,2,4,2,2,2.0,2,3,3.0,3.0,3,1
2019,2,2,2,2,2,2,2.0,2,4,3.0,2.0,3,2
2017,2,2,2,2,4,2,2.0,4,4,2.0,3.0,2,2
2019,2,4,4,4,2,2,2.0,3,4,4.0,2.0,3,1
2019,2,2,2,2,2,2,2.0,3,4,3.0,4.0,2,1
2020,4,3,4,4,3,4,4.0,3,4,3.0,4.0,3,0
2020,2,2,2,2,2,2,2.0,2,4,2.0,2.0,2,2
2020,4,4,4,4,4,4,4.0,2,4,4.0,4.0,3,0
2020,4,3,2,4,2,2,2.0,2,3,3.0,3.0,3,1
2019,4,3,2,4,3,2,4.0,3,3,3.0,3.0,1,0
2020,4,4,3,4,2,2,2.0,1,2,4.0,4.0,3,1
2018,2,2,4,2,2,4,2.0,4,4,4.0,4.0,3,0
2020,3,3,3,4,3,3,3.0,3,3,3.0,3.0,2,0
2019,4,3,4,2,4,2,4.0,4,4,3.0,4.0,3,0
2017,4,3,4,3,2,4,2.0,4,4,3.0,3.0,3,0
2019,3,2,3,4,2,2,2.0,4,2,3.0,3.0,2,2
2019,2,4,2,2,2,2,2.0,2,2,2.0,2.0,4,2
2018,4,3,4,4,2,4,2.0,2,4,3.0,4.0,2,0
2019,3,2,3,4,2,2,2.0,4,2,3.0,3.0,2,2
2019,2,2,3,4,2,2,4.0,4,3,2.0,2.0,3,0
