1. Qual o seu nivel de formacao?;2. Qual o seu ano de ingresso?;3. A qual programa esta vinculado?;como voce avalia a qualidade das aulas e do material utilizado?  [Qualidade das aulas];Como voce avalia a qualidade das aulas e do material utilizado?  [Material didatico utilizado nas disciplinas];Como voce avalia a qualidade das aulas e do material utilizado?  [Acervo disponivel para consulta];Como voce avalia a  infraestrutura do programa?  [Infraestrutura geral];Como voce avalia a  infraestrutura do programa?  [Laboratorios de pesquisa/Salas de estudo];Como voce avalia a  infraestrutura do programa?  [Insumos para pesquisa];Como voce avalia o relacionamento entre voce e: [os colegas];Como voce avalia o relacionamento entre voce e: [a comissao orientadora];Como voce avalia o relacionamento entre voce e: [a comissao coordenadora];Como voce avalia o relacionamento entre voce e: [a secretaria do programa];Como voce avalia a gestao do programa? [Processo de gestao/Administrativo do Programa];Como voce avalia a gestao do programa? [Organizacao do Programa];Como voce avalia o seu conhecimento acerca: [do seu papel enquanto aluno];Como voce avalia o seu conhecimento acerca: [do Regimento Interno do Programa];Como voce avalia o seu conhecimento acerca: [do Regimento Geral da Pos-Graduacao];Como voce avalia o seu conhecimento acerca: [das normas da Capes];Como voce avalia o seu conhecimento acerca: [do processo de avaliacao da Capes];Em relacao ao seu PROJETO DE PESQUISA, voce esta:;Em relacao a sua PRODUcaO CIENTiFICA, voce esta:;Voce acredita que sua pesquisa possui relevancia e pertinencia social?;Voce acredita que sua pesquisa possui relevancia e pertinencia economica?;Voce acredita que sua pesquisa possui relevancia e pertinencia ambiental?;Voce acredita que sua pesquisa promove avanco cientifico?;O seu Programa possui visao, missao e objetivos claros?;Voce acredita que sua pesquisa esta alinhada com o objetivo e missao de seu Programa?;Quais sao os principais atores que podem ser impactados por sua pesquisa e producao cientifica dela decorrente? (Marque todas que se aplicam).;Voce recebe bolsa de pos-graduacao?;Para a realizacao de seu projeto de pesquisa houve algum tipo de captacao de recurso externo (exceto bolsa)? ;Producao de inovacao tecnologica e uma prioridade em seu programa de pos-graduacao?;Voce acredita que sua linha de pesquisa se destaca pela producao de inovacao tecnologica?;Voce ja depositou alguma patente proveniente de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Producao de tecnologias de APLICAcaO SOCIAL e uma prioridade em seu programa de pos-graduacao?;Alguma tecnologia de aplicacao social ja foi criada como resultado de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Voce ja apresentou algum resultado de sua pesquisa em algum evento voltado para a COMUNIDADE, ou pretende apresentar?;Voce ja apresentou algum resultado de sua pesquisa em algum evento CIENTiFICO, ou pretende apresentar?;Sua pesquisa podera gerar solucoes para os problemas que a sociedade enfrenta ou vira a enfrentar?;Qual o nivel de internacionalizacao do seu programa?;No momento, ha interesse por parte do seu Programa de Pos-Graduacao em iniciar um processo de Internacionalizacao?;Voce se sente preparado para a internacionalizacao do seu Programa de Pos-Graduacao? ;Voce entende que o seu Programa de Pos-Graduacao esta preparado para a internacionalizacao?;Seu projeto de pesquisa possui parcerias com instituicoes internacionais de pesquisa ou ensino?;Qual o seu nivel de proficiencia em lingua inglesa?;Gostaria de adicionar algum comentario referente seu Programa de Pos-Graduacao?;Gostaria de adicionar algum comentario referente a Pro-Reitoria de Pesquisa e Pos-Graduacao?
Doutorado em andamento;2018;Solos e Nutricao de Plantas;5;4;5;4;3;3;4;4;4;5;4;5;4;3;3;4;3;4;2;3;3;3;3;1;4;Sociedade;1 - Capes;0;0;;;0;;0;1, em um evento internacional;4;3;;1;3;0;1;;
Mestrado em andamento;2020;Solos e Nutricao de Plantas;5;4;4;4;4;4;4;5;4;4;4;3;5;4;4;4;4;5;4;5;5;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;1;0;1, em um evento nacional;1, em um evento nacional;5;4;;2;4;0;2;;
Doutorado em andamento;2020;Solos e Nutricao de Plantas;5;5;0;4;3;0;5;5;5;5;0;5;3;0;4;0;0;5;3;5;5;5;4;1;4;Sociedade, Outros Pesquisadores;0;0;1;0;0;1;1;0;1, em um evento nacional;5;4;;3;4;0;3;;
Doutorado em andamento;2021;Solos e Nutricao de Plantas;5;5;5;5;0;0;5;5;5;5;5;5;5;5;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;1;1;1;1;1;0;0;5;5;;3;5;0;3;0;0
Doutorado em andamento;2021;Solos e Nutricao de Plantas;3;3;3;4;3;3;4;4;4;4;3;3;4;3;3;3;3;4;4;5;5;5;5;1;5;Sociedade, Empresas;1 - Empresa privada;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;1;0;0;0;5;4;;3;3;0;2;;
Doutorado em andamento;2018;Solos e Nutricao de Plantas;2;3;3;5;4;2;5;2;2;2;3;1;5;4;4;4;3;1;1;3;3;5;5;0;;Empresas, Outros Pesquisadores;1 - Capes;0;0;;;0;;0;0;5;2;;1;1;0;2;;
Doutorado em andamento;2020;Solos e Nutricao de Plantas;5;5;4;0;0;0;5;5;5;5;5;5;5;4;4;5;5;5;3;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais, Agricultores;1 - CNPq;Ainda 0 tenho certeza;1;1;0;1;1;1, em um evento regional;1, em um evento nacional;5;5;;5;5;1;3;;
Doutorado em andamento;2019;Solos e Nutricao de Plantas;3;3;3;4;4;3;5;3;4;4;4;4;4;4;4;3;4;2;1;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;1;0;0;0;5;3;;1;2;1;3;;
Doutorado em andamento;2019;Solos e Nutricao de Plantas;5;5;3;5;0;0;0;5;0;5;5;4;5;4;4;3;3;5;3;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Produtores, agricultores;1 - Capes;0;1;1;1;1;1;1, em um evento nacional;1, em um evento nacional;5;4;;3;3;0;3;;
Mestrado em andamento;2020;Solos e Nutricao de Plantas;4;4;3;5;4;3;4;4;4;3;3;3;5;5;3;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas, Agencias Governamentais;1 - Capes;0;1;1;0;1;0;1, em um evento regional;1, em um evento nacional;5;3;;3;4;0;2;;
Mestrado em andamento;2019;Solos e Nutricao de Plantas;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;2;5;3;5;4;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;1;1;0;1;1;1, em um evento local;1, em um evento local;5;2;;5;5;0;4;Os professores sao excelentes, possuem muito conhecimento e tem uma otima didatica. Aprendi muito, e tenho orgulho de fazer parte do programa de pos graduacao em solos e nutricao de solos! ;
Doutorado em andamento;2020;Solos e Nutricao de Plantas;5;4;4;4;3;4;5;4;4;5;4;4;5;3;3;3;3;4;3;4;3;5;5;1;4;Outros Pesquisadores, Agencias Governamentais;1 - Empresa privada;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);0;;;0;;0;1, em um evento local;3;3;;4;3;0;3;Em minha opiniao, o programa em Solos e Nutricao de Plantas (coordenacao e secretaria) sempre se mostrou acessivel a mim na resolucao de problemas referentes a assuntos academicos.;
Doutorado em andamento;2019;Solos e Nutricao de Plantas;4;3;2;4;4;3;4;3;3;4;4;4;3;3;3;4;3;4;3;4;5;5;4;1;4;Agencias Governamentais;0;1, junto a orgaos e agencias internacionais;0;;;0;;1, em um evento nacional;1, em um evento internacional;4;2;;3;2;1;4;;
Doutorado em andamento;2015;Solos e Nutricao de Plantas;2;2;5;5;5;5;5;3;2;2;2;2;4;4;4;4;4;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;1;0;0;1, em um evento regional;5;3;;1;2;0;2;;
Doutorado em andamento;2018;Solos e Nutricao de Plantas;5;4;4;4;4;5;4;4;5;5;5;5;4;4;3;4;4;4;4;4;5;5;5;1;4;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;0;;0;1, em um evento internacional;4;4;;4;5;0;3;;
Doutorado em andamento;2017;Solos e Nutricao de Plantas;4;4;4;5;5;4;5;4;5;5;5;5;5;3;3;3;3;1;1;3;4;5;4;0;;Empresas;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;1;1;0;;0;0;4;3;;3;3;0;3;;
Doutorado em andamento;2017;Solos e Nutricao de Plantas;4;4;4;5;4;4;5;5;5;5;5;4;5;4;3;3;4;5;3;4;5;5;5;0;;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;1;0;;0;1, em um evento internacional;4;2;;4;4;0;3;;
Mestrado em andamento;2020;Solos e Nutricao de Plantas;4;4;4;0;0;4;3;4;3;3;4;4;3;3;2;2;2;4;3;5;4;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;1;1;1;1, em um evento nacional;1, em um evento nacional;5;4;;3;4;0;3;;
Doutorado em andamento;2017;Solos e Nutricao de Plantas;5;4;5;5;4;2;5;5;4;5;5;3;5;5;5;5;5;4;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;0;0;0;;0;1, em um evento internacional;5;4;;5;5;1;4;;
Doutorado em andamento;2018;Solos e Nutricao de Plantas;4;3;3;3;2;2;3;3;3;4;3;3;4;4;3;3;2;4;3;4;4;5;5;0;;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;0;;;0;;1, em um evento local;1, em um evento internacional;5;3;;3;3;0;4;;
Doutorado em andamento;2016;Solos e Nutricao de Plantas;4;3;4;3;3;4;4;0;0;5;3;4;0;4;5;4;4;5;3;4;4;5;4;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;0;;1, em um evento internacional;1, em um evento internacional;5;3;;5;3;0;5;;"Com base em experiencias pessoais e casos de diversos colegas, sugiro a PPG: 1) Maior intercambio de informacoes com as coordenacoes, professores, tecnicos e estudantes; 2) Implementacao de alguma medida de auditoria permanente em todos os programas de pos-graduacao, para que ao menos haja transparencia a sociedade das diretrizes de fato implementadas por estes setores."
Doutorado em andamento;2020;Solos e Nutricao de Plantas;5;4;4;5;5;5;0;5;4;5;0;4;5;4;3;0;3;4;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Meio ambiente;0;0;1;1;1;1;1;0! Esta sob sigilo devido a processo de patente.;1, em um evento nacional;4;4;;5;4;0;3;;
Doutorado em andamento;2020;Solos e Nutricao de Plantas;5;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Fapemig;1, junto a orgaos e agencias internacionais;1;1;0;0;;1, em um evento nacional;1, em um evento nacional;5;4;;3;4;1;3;;
Doutorado em andamento;2018;Solos e Nutricao de Plantas;4;4;4;4;3;4;4;5;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;1;4;Sociedade, Empresas;1 - Empresa privada;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;0;;1, em um evento nacional;1, em um evento nacional;4;4;;4;4;0;3;;
Mestrado em andamento;2020;Solos e Nutricao de Plantas;4;3;3;4;4;3;5;4;5;5;5;5;5;5;5;4;4;4;4;4;4;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;1, junto a empresas interessadas nos resultados da pesquisa;1;1;1;0;;0;1, em um evento nacional;5;3;;4;4;0;1;;
Doutorado em andamento;2019;Solos e Nutricao de Plantas;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;1;0;1, em um evento regional;1, em um evento nacional;4;4;;4;4;0;3;;
Doutorado em andamento;2020;Solos e Nutricao de Plantas;5;4;4;3;2;2;5;5;4;4;3;3;4;3;3;3;3;3;1;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;1;1;0;1, em um evento regional;1, em um evento nacional;4;2;;3;3;1;2;;
Doutorado em andamento;2017;Solos e Nutricao de Plantas;5;5;5;3;2;3;3;4;3;5;5;4;4;4;4;4;4;3;2;4;5;5;5;1;3;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;0;;0;1, em um evento internacional;4;3;;4;4;0;2;;
Mestrado em andamento;2020;Solos e Nutricao de Plantas;5;4;3;5;5;5;5;5;5;5;4;4;5;5;5;5;5;2;2;5;5;5;5;1;5;Sociedade, Empresas;1 - CNPq;0;1;1;0;1;0;1, em um evento nacional;1, em um evento nacional;5;3;;4;4;0;3;;Em virturde da pandademia os trabalhos a campo agora estao paralisados. Projetos que necessitam de dados experimentais a campo tiveram profundos prejuizos na execucao. Logo os prazos e datas deverao ser revistos e atualizados.
Doutorado em andamento;2020;Solos e Nutricao de Plantas;4;3;3;4;3;2;4;2;5;0;5;5;3;3;3;2;1;3;1;2;3;3;4;1;3;Empresas, Outros Pesquisadores;1 - CNPq;1, junto a empresas interessadas nos resultados da pesquisa;0;;;0;;0;1, em um evento local;1;2;;1;2;1;1;Acredito que as cobrancas direcionadas aos alunos do programa, quanto a definir projeto e publicar deveriam ser compartilhado com os orientadores. Muito dos problemas que temos em nosso programa tem origem em alguns orientadores displicentes. Claro que 0 sao todos. Mas acredito que, as1 como os alunos sao punidos, quando 0 cumprem com suas obrigacoes, os professores orientadores tambem deveriam receber algum tipo de punicao. Temos casos frequentes de orientadores que 0 respondem os email de seus orientados para resolver coisas burocraticas e 1ples do programa, como registrar o projeto de pesquisa. Ou orientadores que 0 corrigem projetos, dissertacoes e teses...etc.;0 sei o quao exequivel e isso, mas seria interessante que a Pro-Reitoria ajudasse os programas com mais do que apenas coisas administrativas e burocraticas. Nesse sentido, sabemos que muitos programas, as1 como o nosso, estao com seus laboratorios de pesquisa sucateados, com muitos equipamentos quebrados, precisando de concerto ou substituicao. Por isso, se a  Pro-Reitoria junto a universidade, fizesse um esforco para capitar recursos financeiros para este fim, acredito que ajudaria bastante. Pois acaba que, a responsabilidade de buscar recursos para manter laboratorios e financiar projetos de pesquisa fica todo para o programa de pos graduacao e professores orientadores.  
Mestrado em andamento;2019;Solos e Nutricao de Plantas;5;4;3;4;4;4;5;5;5;5;5;5;3;3;3;3;3;3;3;3;4;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;PROANTAR;1;0;0;1;0;0;1, em um evento internacional;3;5;;4;5;1;4;;
Doutorado em andamento;2019;Solos e Nutricao de Plantas;3;5;5;5;5;4;5;5;5;4;5;4;5;5;4;4;3;5;3;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Nenhum, Agricultores familiares;1 - Capes;0;1;1;0;1;1;1, em um evento nacional;0;3;5;;5;5;0;2;;
Mestrado em andamento;2020;Solos e Nutricao de Plantas;4;3;4;4;0;5;4;4;5;5;5;5;4;4;3;3;2;4;2;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;A parte pratica do projeto ainda 0 foi iniciada.;1;1;0;1;0;1, em um evento local;1, em um evento nacional;5;4;;5;5;0;3;;
Doutorado em andamento;2020;Solos e Nutricao de Plantas;4;4;4;4;4;4;5;5;5;5;4;4;4;4;4;4;4;4;4;4;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;1;0;1, em um evento regional;1, em um evento nacional;3;4;;4;4;0;3;;
Doutorado em andamento;2017;Solos e Nutricao de Plantas;4;5;5;5;4;3;5;4;4;5;4;4;4;3;3;3;3;3;2;2;4;4;3;0;;Empresas;Recebi bolsa Capes e CNPq por 30 meses, depois abri mao da bolsa devido vinculo empregaticio.;0;1;0;0;1;0;0;0;4;3;;2;3;0;3;;
Doutorado em andamento;2020;Zootecnia;5;5;5;5;4;4;4;5;5;4;5;5;5;5;5;4;4;4;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;1;1;1;1, em um evento local;1, em um evento local;5;5;;4;5;0;3;;
Doutorado em andamento;2020;Zootecnia;4;4;4;4;3;3;4;4;3;4;3;3;3;2;2;1;1;4;3;5;5;5;5;0;;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;;0;1;0;0;1, em um evento nacional;5;5;;2;3;1;1;;
Doutorado em andamento;2020;Zootecnia;5;5;5;0;0;0;5;5;5;5;0;0;5;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;ainda 0 ;1;1;0;1;0;1, em um evento internacional;1, em um evento internacional;5;4;;2;5;1;2;;
Doutorado em andamento;2021;Zootecnia;4;5;5;5;5;5;4;5;5;5;5;5;5;3;4;4;4;5;5;4;4;4;4;1;5;Sociedade, Agencias Governamentais;1 - CNPq;0;1;1;0;1;1;0;1, em um evento internacional;4;4;;4;5;1;4;;
Doutorado em andamento;2018;Zootecnia;5;5;4;5;5;4;5;5;5;5;5;4;5;4;4;4;4;4;4;5;5;5;5;1;4;Sociedade, Outros Pesquisadores;1 - CNPq;0;1;1;0;1;1;1, em um evento internacional;1, em um evento internacional;5;5;;3;3;0;3;;
Doutorado em andamento;2020;Zootecnia;5;5;5;4;4;4;5;5;5;5;5;5;5;4;4;3;3;5;4;5;5;5;5;1;5;Empresas, Outros Pesquisadores, Proprietarios de fazendas de gado de corte;1 - CNPq;1, junto a agencias de fomento governamentais;1;0;0;0;;1, em um evento internacional;1, em um evento internacional;4;4;;4;4;1;3;;
Doutorado em andamento;2020;Zootecnia;5;5;5;4;4;4;5;5;5;5;5;5;5;4;4;3;3;5;4;5;5;5;5;1;5;Empresas, Outros Pesquisadores, Proprietarios de fazendas de gado de corte;1 - CNPq;1, junto a agencias de fomento governamentais;1;0;0;0;;1, em um evento internacional;1, em um evento internacional;4;4;;4;4;1;3;;
Doutorado em andamento;2020;Zootecnia;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;0;0;0;;0;1, em um evento nacional;3;4;;3;5;0;3;;
Doutorado em andamento;2020;Zootecnia;4;4;3;4;5;5;5;5;5;3;4;4;5;4;4;3;3;4;4;4;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;1;1;1, em um evento nacional;1, em um evento internacional;4;3;;4;4;0;5;;
Doutorado em andamento;2018;Zootecnia;5;5;4;5;5;5;4;4;4;4;5;5;5;4;4;4;4;5;4;5;5;3;5;1;4;Empresas, Outros Pesquisadores, Produtores Rurais;1 - CNPq;Animais doados por produtores da Associacao de Girolando;1;0;0;0;;Apresentei parte dos meus resultados em midia social;Resultados foram enviados para um evento internacional e estou aguardando aprovacao dos revisores;5;5;;5;4;1;4;;
Mestrado em andamento;2019;Zootecnia;2;2;2;2;2;2;2;2;2;2;1;1;2;3;2;3;3;3;3;5;5;5;5;1;5;Empresas;1 - CNPq;1, junto a empresas interessadas nos resultados da pesquisa;0;;;0;;0;0;2;3;;1;2;0;1;;
Doutorado em andamento;2019;Zootecnia;4;4;5;4;5;5;5;5;5;5;4;4;5;4;4;3;2;4;3;4;4;4;4;0;;Sociedade, Empresas;1 - CNPq;1, junto a empresas interessadas nos resultados da pesquisa;1;1;1;0;;0;1, em um evento nacional;3;4;;5;5;0;4;;
Doutorado em andamento;2017;Zootecnia;4;4;4;4;4;3;4;4;4;5;4;4;4;4;4;3;3;3;3;4;4;4;4;1;4;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;1;1;1;0;1, em um evento internacional;5;5;;4;5;1;3;;
Doutorado em andamento;2019;Zootecnia;4;4;2;5;4;4;3;4;5;5;5;5;4;4;4;4;4;5;4;4;5;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;0;1;1;1, em um evento regional;1, em um evento nacional;3;4;;3;5;0;3;;
Doutorado em andamento;2019;Zootecnia;5;5;4;5;5;4;5;5;5;5;5;5;5;5;5;4;4;4;3;4;5;4;5;1;5;Sociedade, Outros Pesquisadores;1 - CNPq;0;1;1;0;1;0;0;1, em um evento local;5;5;;4;5;0;4;;
Doutorado em andamento;2018;Zootecnia;3;3;5;4;4;4;5;5;3;5;4;4;5;5;5;5;5;4;3;5;5;5;5;1;5;Sociedade;1 - Capes;0;1;1;0;1;1;0;0;3;3;;5;3;0;5;;
Doutorado em andamento;2020;Zootecnia;4;3;2;5;0;0;2;5;0;5;0;4;5;4;3;3;3;4;4;5;5;5;5;0;;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;Empresa privada;1;1;0;0;;0;1, em um evento internacional;4;5;;5;5;1;4;;
Doutorado em andamento;2019;Zootecnia;4;4;4;5;5;5;5;5;5;5;5;4;5;4;4;4;4;5;3;4;4;3;5;1;4;Sociedade, Empresas, Outros Pesquisadores, Pecuaristas;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;0;0;1;1;0;1, em um evento nacional;3;4;;3;4;1;1;;
Doutorado em andamento;2018;Zootecnia;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;3;3;5;4;5;1;5;Empresas, Outros Pesquisadores, Produtores rurais;1 - Capes;0;0;;;0;;0;1, em um evento local;1;5;;3;5;0;2;;
Doutorado em andamento;2020;Zootecnia;3;4;3;4;4;4;4;4;4;4;3;2;3;4;4;4;3;4;3;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;1;0;0;0;4;5;;3;4;0;3;;
Mestrado em andamento;2021;Zootecnia;4;5;5;5;0;5;5;5;4;5;5;5;4;3;3;2;2;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;0;1, junto a empresas interessadas nos resultados da pesquisa;0;;;1;1;0;1, em um evento nacional;3;4;;4;5;1;4;;
Mestrado em andamento;2020;Zootecnia;5;5;5;5;0;0;5;0;0;0;0;0;5;5;5;0;0;5;5;4;4;4;4;1;4;Empresas, Outros Pesquisadores;1 - Fapemig;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;0;;0;0;4;4;;5;5;0;5;;
Mestrado em andamento;2019;Zootecnia;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;2;5;1;5;Empresas;1 - CNPq;0;1;1;0;1;1;1, em um evento internacional;1, em um evento internacional;5;4;;5;4;1;5;;
Doutorado em andamento;2017;Zootecnia;4;4;5;4;5;5;4;4;4;5;4;5;4;4;3;3;3;4;4;3;4;4;4;0;;Empresas, Outros Pesquisadores;1 - CNPq;1, junto a agencias de fomento governamentais;0;;;1;0;0;1, em um evento local;4;4;;3;4;0;3;;
Mestrado em andamento;2019;Zootecnia;5;5;5;5;4;5;5;5;4;5;5;5;5;4;4;4;3;5;5;4;5;3;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;1, junto a agencias de fomento governamentais;1;1;0;1;0;0;1, em um evento nacional;4;4;;4;4;0;3;;
Doutorado em andamento;2020;Zootecnia;4;4;4;5;5;5;5;5;4;4;4;4;5;4;3;2;1;4;3;3;5;5;5;1;5;Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;0;0;;0;0;5;5;;5;5;1;3;;
Doutorado em andamento;2020;Zootecnia;4;4;5;4;0;0;4;3;4;4;0;0;4;4;4;0;0;4;4;5;5;5;5;1;5;Empresas;1 - Capes;1, junto a agencias de fomento governamentais;1;1;0;0;;1, em um evento nacional;1, em um evento internacional;4;4;;3;4;1;3;;
Mestrado em andamento;2020;Zootecnia;4;4;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;0;0;1;0;0;0;4;5;;3;4;0;2;;
Mestrado em andamento;2020;Zootecnia;3;4;4;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;0;;;1;1;1, em um evento nacional;1, em um evento nacional;5;5;;3;4;0;4;;
Mestrado em andamento;2019;Zootecnia;5;5;4;5;5;0;4;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;0;1;0;1, em um evento local;1, em um evento local;3;4;;3;5;0;3;Ok;Ok
Mestrado em andamento;2020;Zootecnia;3;2;5;5;5;3;4;4;5;5;5;5;2;2;2;2;2;4;2;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0 sei;1;1;1;1;0;1, em um evento nacional;1, em um evento nacional;5;3;;4;4;0;3;;
Mestrado em andamento;2020;Zootecnia;4;4;4;5;5;5;2;4;4;2;4;4;3;4;4;3;3;4;3;4;5;5;3;1;4;Empresas, Outros Pesquisadores;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;0;0;0;;1, em um evento local;1, em um evento internacional;2;3;;2;2;0;1;;
Mestrado em andamento;2020;Zootecnia;3;3;4;3;3;3;3;3;3;4;3;2;3;3;3;3;3;4;4;5;5;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;1;1;1, em um evento local;1, em um evento local;4;5;;3;4;0;3;;
Doutorado em andamento;2019;Zootecnia;5;5;0;5;5;5;5;5;0;3;5;5;5;3;3;3;2;3;3;4;4;4;4;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;0;0;;;0;;0;1, em um evento nacional;5;3;;4;5;0;3;;
Mestrado em andamento;2020;Zootecnia;4;4;1;5;5;3;4;2;4;5;5;5;5;4;5;2;3;3;4;4;4;5;3;1;4;Sociedade;1 - CNPq;0;0;;;0;;0;1, em um evento nacional;3;5;;4;3;0;2;;
Doutorado em andamento;2018;Zootecnia;4;2;1;5;4;3;5;5;3;2;1;1;2;2;2;3;2;1;1;2;5;3;2;1;2;Empresas;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;0;;;0;;0;1, em um evento nacional;2;2;;5;3;0;4;;
Mestrado em andamento;2019;Zootecnia;3;4;4;3;4;4;4;4;3;4;4;3;4;4;4;3;4;3;3;3;4;4;4;0;;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;1, junto a agencias de fomento governamentais;0;;;1;0;1, em um evento nacional;1, em um evento nacional;3;4;;4;4;0;3;;
Mestrado em andamento;2019;Zootecnia;3;4;4;3;4;4;4;4;3;4;4;3;4;4;4;3;4;3;3;3;4;4;4;0;;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;1, junto a agencias de fomento governamentais;0;;;1;0;1, em um evento nacional;1, em um evento nacional;3;4;;4;4;0;3;;
Doutorado em andamento;2018;Zootecnia;4;4;5;5;4;4;3;5;3;4;4;4;5;5;4;4;4;4;4;5;5;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a agencias de fomento governamentais;1;0;0;1;1;1, em um evento internacional;1, em um evento internacional;4;4;;5;3;1;5;;
