Como voce identifica seu genero?;Qual o ultimo nivel de formacao que voce obteve na UNIFEI?;Qual o seu ano de conclusao?;A qual programa esteve vinculado?;Em uma escala de 0 a 10, o quanto voce recomendaria o Programa em que realizou sua pos-graduacao na UNIFEI?;Como voce avalia a qualidade das aulas e do material utilizado no Programa? [Qualidade das aulas];Como voce avalia a qualidade das aulas e do material utilizado no Programa? [Material didatico utilizado nas disciplinas];Como voce avalia a qualidade das aulas e do material utilizado no Programa? [Acervo disponivel para consulta];Como voce avalia a infraestrutura do programa durante seu periodo na UNIFEI? [Infraestrutura geral];Como voce avalia a infraestrutura do programa durante seu periodo na UNIFEI? [Laboratorios de pesquisa/Salas de estudo];Como voce avalia a infraestrutura do programa durante seu periodo na UNIFEI? [Insumos para pesquisa];Como voce avalia o relacionamento entre voce e: [os colegas];Como voce avalia o relacionamento entre voce e: [a comissao orientadora];Como voce avalia o relacionamento entre voce e: [a comissao coordenadora];Como voce avalia o relacionamento entre voce e: [a secretaria do programa];Como voce avalia a gestao do programa? [Processo de gestao/Administrativo do Programa];Como voce avalia a gestao do programa? [Organizacao do Programa];Em relacao a sua TESE/DISSERTAcaO, voce ficou:;Em relacao a sua PRODUcaO CIENTiFICA, voce ficou satisfeito:;Voce acredita que a sua pesquisa teve relevancia e pertinencia social?;Voce acredita que a sua pesquisa teve relevancia e pertinencia economico?;Voce acredita que a sua pesquisa teve relevancia e pertinencia ambiental?;Voce acredita que a sua pesquisa promoveu o avanco cientifico?;Voce acredita que sua pesquisa esteve alinhada com missao, visao e objetivos de seu Programa?;Voce recebeu bolsa de pos-graduacao?;Para a realizacao de seu projeto de pesquisa houve algum tipo de captacao de recurso externo (exceto bolsa)?;O programa de pos-graduacao em que atuou tem como objetivo a producao de inovacao tecnologica?;Voce acredita que a linha de pesquisa em que atuou se destaca pela producao de inovacao tecnologica?;Voce depositou alguma patente proveniente de sua pesquisa?;O programa de pos-graduacao em que atuou tem como objetivo a producao de tecnologias de APLICAcaO SOCIAL?;Alguma tecnologia de aplicacao social foi criada como resultado de sua pesquisa?;Voce ja apresentou algum resultado de sua pesquisa em algum evento voltado para a sociedade, ou pretende apresentar?;Voce ja apresentou algum resultado de sua pesquisa em algum evento CIENTiFICO, ou pretende apresentar?;Sua pesquisa gerou solucoes para os problemas que a sociedade enfrenta ou vira a enfrentar?;Qual foi o principal impacto social promovido por seu projeto de pesquisa? (Marque todas aplicaveis);Seu projeto de pesquisa possuiu parcerias com instituicoes internacionais de pesquisa ou ensino?;Quando aluno da UNIFEI, teve a oportunidade de fazer parte da sua pos-graduacao em outra instituicao (Nacional ou Internacional)?;Em sua trajetoria profissional, teve a oportunidade de atuar fora do Brasil?;Caso se sinta a vontade, pedimos que compartilhe como fez para pleitear a oportunidade fora do Brasil.;Qual sua colocacao profissional atualmente?;Seu emprego esta relacionado a sua area de formacao na pos-graduacao da UNIFEI?;Voce teve dificuldade para conseguir o primeiro emprego?;Caso tenha tido/tenha dificuldade para conseguir o primeiro emprego, o que poderia ser melhorado no programa, visando maior insercao no mercado de trabalho?;Teve bolsa de iniciacao cientifica na graduacao?;Voce teve recursos e estrutura fisica suficiente para a conducao dos seus experimentos?;Gostariamos de saber sua satisfacao pessoal e profissional com relacao a sua formacao na UNIFEI. Fique a vontade em descreve-las.;Gostaria de adicionar algum comentario referente a Pro-Reitoria de Pesquisa e Pos-Graduacao?
Feminino;Doutorado;2019;Desenvolvimento, Tecnologias e Sociedade;10;2;2;2;3;3;3;2;2;3;3;3;3;2;1;3;2;3;2;;Sim;Nao;Nao;Nao;Nao;Nao;;Sim;Sim;3;Nenhuma dos impactos listados;Nao;Nao;Nao;;Pesquisador;Sim;Sim;;Nao;Sim;;
Feminino;Mestrado;2017;Ciencia e Engenharia de Materiais;10;2;2;2;3;3;2;3;3;3;3;2;2;2;2;2;2;1;3;2;Nao;Nao;Nao;Nao;Nao;Nao;;Nao;Sim;3;Melhoria na qualidade de vida da populacao local;Nao;Nao;Nao;;Aposentado;Nao;Nao;;Nao;Sim;;
Masculino;Mestrado;2020;Ciencia e Tecnologia da Computacao;10;3;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;2;3;3;OEA;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Sim;3;Transferencia de conhecimento para a sociedade;Nao;Nao;Sim;;Pesquisador;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;;
Feminino;Mestrado;2013;Administracao;9;2;3;2;3;2;3;3;3;2;2;3;2;3;3;2;2;3;3;;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Sim;;Sim;Sim;A UNIFEI possui excelente infraestrutura para aulas, pesquisa e formacao profissional. No curso de Administracao, falta (ou faltava) a insercao de disciplinas voltadas para a nutricao de pequenos animais e para o bem estar animal, o que ajudaria os profissionais a se inserirem no mercado de trabalho. No entanto, sinto-me com bom nivel de satisfacao em relacao ao curso de graduacao e pos-graduacao.;A PPG poderia verificar com mais afinco os processos seletivos dos cursos de pos-graduacao, visto que muitas vezes sao obscuros, sem a divulgacao das notas das provas e dos criterios utilizados na selecao.
Feminino;Mestrado;2019;Patrimonio Cultural, Paisagens e Cidadania;10;3;3;2;3;3;2;3;3;3;3;3;3;2;2;2;3;2;2;2;Nao;Nao;Sim;Sim;Nao;Sim;Sim;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Nao se aplica (desempregado);;Nao se aplica (Desempregado);;Sim;Sim;Muito satisfeita em relacao a minha formacao na UNIFEI.;Satisfeita com a Pro-Reitoria de Pesquisa e Pos-Graduacao da UNIFEI
Feminino;Mestrado;2013;Matematica;10;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Sim;1;Avanco cientifico;Nao;Sim;Nao;;Docente;Sim;Nao;;Nao;Sim;;
Masculino;Mestrado;2020;Multicentrico em Quimica de Minas Gerais;9;2;2;3;2;2;3;2;2;2;3;2;3;3;3;3;2;3;3;;Sim;Nao;Sim;Sim;Sim;Sim;Sim;Sim;Sim;3;Licenciamento de processos ou produtos, Avanco cientifico;Sim;Sim;Nao;;Docente;Nao;Nao;;Sim;Sim;A graduacao e a pos-graduacao na UNIFEI - Florestal foram muito boas. A situacao de pouca infraestrutura no campus e ruim, mas as situacoes foram contornadas com ajuda de contatos na UFMG e na propria UNIFEI - Vicosa. Eu gostei bastante e conseguir o emprego e professor assim que sai do Mestrado foi muito bacana. O mestrado me ajudou muito, minha orientadora foi muito boa e por isso entrei no doutorado. ;
Masculino;Mestrado;2019;Engenharia Civil;7;3;3;3;2;3;3;3;3;3;3;2;2;2;3;3;2;1;2;2;Sim;Nao;Sim;Nao;Nao;Nao;;Nao;Sim;1;Licenciamento de processos ou produtos, Avanco cientifico;Nao;Nao;Nao;;Estudante de doutorado;Sim;Sim;melhorar a qualidade de disciplinas fundamentais como construcao civil e incluir mais aulas praticas;Sim;Sim;Pessoalmente me sinto confiante acerca de minha formacao, do ponto de vista tecnico, sei que aprendi o necessario e mais para exercer minha profissao. Quanto ao profissional, devido as exigencias do curso (grade apertada), e por Vicosa ser uma cidade pequena, existe uma grande dificuldade de se conseguir estagio em Engenharia Civil. ;
Masculino;Doutorado;2019;Engenharia Eletrica;10;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;2;2;2;2;SENESCYT, EQUADOR;SENESCYT, EQUADOR;;Nao;Nao;Sim;Nao;Nao;Sim;2;Avanco cientifico;Nao;Sim;Nao;;Nao se aplica (desempregado);Sim;Nao se aplica (Desempregado);;Nao;Sim;Muito grato pela UNIFEI por me acolher, so gratitud da Universidade, gracas a UNIFEI sou um bom profissional (mesmo sem emprego, mas agora sao tempos extraordinarios) . ;Meus parabens, a pro-reitoria faz tudo o que esta em suas maos para cumprir seu rol, muito profissionais, muito gentis.  
Feminino;Mestrado;2013;Administracao;10;3;3;3;2;3;2;3;3;3;3;3;2;2;1;2;2;1;3;3;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Sim;1;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Docente;Sim;Nao;;Nao;Nao;Orgulho de ter me formado na UNIFEI. Colho frutos ate hj dessa excelente formacao.;
Feminino;Doutorado;2020;Agroquimica;10;3;3;3;3;3;3;2;3;3;3;2;3;3;2;3;3;3;3;3;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Nao;Sim;2;Avanco cientifico;Nao;Nao;Nao;;Servidor Publico (outros cargos);Nao;Sim;Parceiras com empresas privadas que direcionem a captacao dos alunos recem pos-graduados para trabalho como pesquisador.;Sim;Sim;;O programa apresenta professores e pesquisadores excelentes e capacitados.
Masculino;Doutorado;2013;Engenharia Eletrica;10;3;3;3;3;2;3;3;3;3;3;3;3;3;3;2;2;3;3;;Sim;Sim;Sim;Sim;Nao;Nao;;Nao;Sim;3;Avanco cientifico;Nao;Sim;Nao;;Pesquisador;Sim;Nao;;Sim;Sim;Muito satisfeito;
Feminino;Doutorado;2018;Engenharia Mecanica;10;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;Nao;Sim;Sim;Sim;Nao;Sim;Nao;Sim;Sim;3;Melhoria na qualidade de vida da populacao local;Nao;Nao;Nao;;Servidor Publico (outros cargos);Nao;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;;
Masculino;Doutorado;2018;Engenharia Eletrica;9;2;2;2;3;3;2;3;2;2;3;2;3;2;3;3;2;2;2;;Sim;Sim;Nao;Nao;Nao;Nao;;Sim;Sim;1;Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Sim;Nao se aplica (Desempregado);;Nao;Sim;Estou orgulhoso de ter me formado numa universidade de alto nivel, como e a UNIFEI. ;
Masculino;Doutorado;2020;Administracao em Ciencias;10;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;3;3;Sim;Sim;Sim;Nao;Nao;Nao;;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Geracao direta ou indireta de emprego e renda, Criacao de novas empresas ou organizacoes sociais, Avanco cientifico;Sim;Sim;Sim;Parcerias do meu orientador em Ohio State University;Pesquisador;Sim;Sim;Mais parcerias com empresas privadas;Nao;Sim;Muito boa.;
Masculino;Doutorado;2017;Muticentrico em Quimica;8;3;3;2;2;2;3;3;3;3;2;2;3;3;2;1;2;1;3;3;Sim;Sim;Sim;;Sim;Sim;Nao;Nao;Sim;2;Avanco cientifico;Sim;Sim;Nao;;Docente;Sim;Sim;Capacitacao em docencia me maneira mais eficaz e sistematica;Nao;Sim;;
Masculino;Doutorado;2013;Fisica;8;2;2;3;3;3;2;3;2;2;3;3;3;2;3;3;3;3;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Nao;;Sim;Sim; Sou grato a UNIFEI por tudo que aprendi. Estou muito satisfeito tambem. O programa de pos graduacao em Fisica e excelente em ensino e pesquisa. Prepara profissionais para atuar em qualquer lugar do mundo. Minha critica: Durante o tempo em que estudei la faltavam dialogos (construtivos) entre estudantes e os orientadores. Espero que isto tenha melhorado.;Sempre fui muito bem atendido na Pro-Reitoria de Pesquisa e Pos-Graduacao. So tenho elogios para todos que trabalham la.
Feminino;Doutorado;2020;Engenharia de Producao;6;3;3;3;3;2;2;3;2;2;2;3;3;3;3;2;2;3;2;;Sim;Nao;Sim;Sim;Nao;Nao;;Nao;Sim;1;Avanco cientifico;Nao;Nao;Nao;;Nao se aplica (desempregado);;;;Sim;Sim;;
Feminino;Mestrado;2020;Fisica;10;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;3;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Sim;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Estudante de Doutorado;;;;Nao;Sim;Fiquei muito satisfeita com a minha formacao pessoal e profissional na UNIFEI, pois a universidade permitiu grande desenvolvimento tecnico e cientifico durante minha formacao.;
Masculino;Doutorado;2021;Administracao;8;2;3;2;2;3;3;3;3;3;3;2;2;2;2;2;3;3;3;2;Sim;Nao;Nao;Nao;Nao;Nao;;Sim;Sim;2;Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Sim;;Sim;Sim;;
Masculino;Doutorado;2020;Administracao;9;2;2;3;2;2;2;3;3;2;2;2;2;2;3;2;2;1;3;3;Sim;Sim;Nao;Nao;Nao;Sim;Nao;Nao;Sim;3;Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Sim;Sim;;Nao;Sim;;
Masculino;Mestrado;2017;Engenharia Eletrica;10;3;2;2;3;2;3;3;2;2;3;2;2;2;2;2;2;1;1;3;Sim;Sim;Sim;Nao;Nao;Sim;Nao;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Nao;Sim;;Sim;Sim;;
Masculino;Doutorado;2016;Ciencia e Tecnologia da Computacao;10;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Nao;Nao;3;Avanco cientifico;Nao;Nao;Sim;Mediante concurso publicado no site da empresa.;Pesquisador;Sim;Nao;;Nao;Sim;Gratitude com a UNIFEI. Os departamentos de Veterinaria, Administracao e Biologia marcaram muito meu crescimento pessoal e profissional. ;
Masculino;Mestrado;2016;Engenharia de Materiais Fisica;3;2;3;3;3;3;3;3;1;1;3;1;1;3;3;3;3;1;3;;Sim;Sim;Nao;Sim;Nao;Nao;;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Outras ocupacoes na iniciativa privada;Nao;Sim;Embora o foco do programa de pos-graducao tenha cunho academico, considero que os programas deveriam fazer parcerias com instituicoes privadas para que os alunos tenham conhecimento de editais para processo de selecao de colaboradores. Infelizmente, existem casos que apenas o orientador tem conhecimento sobre os processos de selecao e nao repassam a informacao apenas para alguns alunos.;Sim;Sim;"Pessoalmente, tenho muito orgulho de ter sido aluno da Universidade Federal de Vicosa. Aproveitei cada momento que pude nessa instituicao. A Universidade e muito rica em questoes ambientais, de infraestrutura e de seres humanos.  Conhecemos dos piores aos melhores seres humanos, as mais diversas culturas do mundo em um so lugar, o surgimento de novas ideias, a criacao de novas perspectivas, a oportunidade de viajar pelo mundo, entre outros. Lembro muito bem de uma comunidade do Orkut que dizia “De Vicosa para o mundo” e eu nem fazia parte da instituicao. Depois de alguns anos na universidade, eu entendi o porque do nome. Vejo que e possivel fazer qualquer coisa na sociedade. Basta levar os pilares consigo. Obrigado UNIFEI.
Profissionalmente, tambem tenho orgulho do profissional que me tornei. Tive a oportunidade de trabalhar com professores de outras areas e conhecer um pouco de como pode ser aplicado cada conhecimento na minha area. Alem disso, tive a sorte de participar de grupos de estudos os quais me fizeram repensar muito das minha ideias sobre determinadas questoes sobre a sociedade e dos fenomenos que ocorrem no trabalho. Por fim, os professores tambem foram importantes para meus crescimento profissional mesmo que em alguns momentos tenham sido maus exemplos. Ate eu mesmo, fui exemplo, quando fiz algo ruim. Sentir na pele o erro, foi crucial para dar o passoa adiante. Obrigado UNIFEI. E parabens a todos que tentam manter a Universidade como um todo. Meus parabens para voces que estao realizando a pesquisa. Espero que colham bons frutos e que impactem para melhor a UNIFEI.
";A Pro-Reitoria de Pesquisa e Pos-Graduacao faz um bom trabalho. No caso concreto que tenho conhecimento, e o excelente regimento interno que os membros redigiram e publicaram. Gracas a esse regimento, alguns alunos de pos-graduacao na Engenharia de Materiais Fisica tiveram seus direitos respeitados uma vez que tanto orientador quanto comissao coordenadora da pos-graduacao quiseram ceifa-los dos seus direitos basicos. Nesse sentido, acredito ser importante que nas reunioes de entrada dos alunos de pos-graduacao seja enfatizado seus deveres e, principalmente, seus direitos. Sugiro campanhas e comunicados para os alunos terem o habito de leitura do regimento da pos-graducao da UNIFEI e do seu departamento. Alem disso, sugiro o envio de comunicados de qualquer tipo de oportunidade dentro da UNIFEI ou ate mesmo fora dele que possa desenvolver o crescimento profissional e pessoal do aluno. Sei que o aluno deve sempre buscar a informacao, mas acredito que seja importante tambem que a informacao chege ao aluno.
Masculino;Mestrado;2013;Arquitetura e Urbanismo;10;3;2;2;3;2;2;3;3;3;3;2;2;3;2;3;2;1;2;2;Fui classificado como bolsista mas nao recebi por ja ter emprego fixo.;Nao;Sim;Nao;Nao;Nao;;Nao;Sim;2;Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;A formacao e boa. Sinto que me faltou estudo sobre estatistica e aprofundamento em metodologia.;Seria bom repensar o caso das bolsas. Como comentei em uma questao, eu nao pude ter no mestrado e, da mesma forma, agora no doutorado, por ja estar empregado. Mas e importante considerar as despesas que temos de viagens, alimentacao e estadia, por nao conseguir ou poder tirar licenca para a realizacao do curso.
Masculino;Mestrado;2013;Ciencia da Computacao;6;2;2;3;3;2;3;2;2;3;3;3;3;2;2;2;2;1;3;2;Sim;Nao;Sim;Sim;Nao;Nao;;Nao;Sim;1;;Nao;Nao;Nao;;Empresario ou autonomo;Sim;Sim;Mais aplicacoes praticas.;Nao;Sim;;
Masculino;Doutorado;2019;Ciencia e Engenharia de Materiais;10;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Nao;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Sim;Sim;Foi extremamente importante fazer doutorado em uma instituicao tao renomada, entao so tenho a agradecer por tudo que a UNIFEI fez por mim.;
Masculino;Doutorado;2021;Fisica;7;3;3;3;3;3;3;3;2;2;3;2;3;3;3;3;2;3;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Nao se aplica (desempregado);;Nao se aplica (Desempregado);;Sim;Sim;Estou satisfeito. A UNIFEI me ofereceu os recursos necessarios para o desenvolvimento da minha tese e permanencia em vicosa, com uma excelente assistencia estudantil.;Funcionarios muito atenciosos e prestativos.
Feminino;Doutorado;2020;Gestao Regulacao de Recursos Hidricos;10;3;3;3;3;2;3;3;3;3;3;3;3;3;3;2;2;3;3;3;Nao;Sim;Sim;Sim;Nao;Nao;;Sim, em um evento on line;Sim;3;Avanco cientifico;Nao;Nao;Nao;;Servidor Publico (outros cargos);Nao;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Sim;Sim;Meu nivel de satisfacao pessoal e profissional com minha formacao na UNIFEI e alto. Foi uma grande conquista pessoal. Minha formacao foi realizada no DBV/UNIFEI e trabalho no DEQ/UNIFEI onde tenho oportunidade de colocar em pratica alguns aspectos da minha formacao. Mas espero ter a oportunidade aplicar mais o conhecimento que adquiri durante a minha formacao futuramente. ;Todas as vezes que precisei de algum atendimento ou esclarecimento junto a PPG foram muito solicitos.   
Masculino;Doutorado;2021;Engenharia Civil;8;2;3;3;2;2;3;2;1;3;2;3;2;2;2;3;2;3;2;;Nao;Sim;Sim;Nao;Nao;Nao;;Sim;Sim;3;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Nao;;Sim;Sim;Dificuldades com o orientador que esta a nove meses com a versao corrigida da tese e nao da o aval para a entrega final. Para a banca solicitam de 13 a 30 dias, e o orientador demorar todo esse tempo e um desrespeito. E como orientado me sinto desamparado e sem possibilidade de acao. E essa mesma situacao ja aconteceu com varios outros orientados desse mesmo professor.;Acho que a PPG deveria cobrar celeridade desses orientadores para a entrega da versao final. E justificativas pela demora. A multa so pune o estudante, e o professor me parece que nao precisa dar nenhuma explicacao.
Feminino;Mestrado;2018;Ciencia e Tecnologia da Computacao;8;2;2;2;3;3;3;3;2;2;2;2;3;2;2;2;3;2;3;2;Nao;Nao;Nao;Nao;Nao;Nao;;Nao;Nao;3;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;Muito satisfeita com minha formacao na UNIFEI. Apesar das limitacoes estruturais do programa, foi uma experiencia de muito aprendizado e desenvolvimento pessoal e profissional.;Nao houve uma relacao direta ou proxima durante a realizacao do curso, mas nos sistemas que usamos e na gestao academica (regras gerais e ordem de processos para conclusao do programa), percebi muito organizacao e boa estruturacao.
Feminino;Mestrado;2018;Ciencia e Tecnologia da Computacao;8;2;2;Sem condicoes de avaliar;3;3;Sem condicoes de avaliar;3;3;3;2;2;2;2;1;2;2;1;3;;Nao;Nao;Nao;Nao;Nao;Nao;;Nao;Nao;3;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Nao;;Nao;Sim;Satisfeita. ;Nao.
Feminino;Doutorado;2020;Ciencia e Tecnologia da Computacao;8;2;3;2;3;2;2;3;3;2;3;3;2;3;1;3;3;3;2;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Nao;Nao;3;Transferencia de conhecimento para a sociedade, Licenciamento de processos ou produtos, Avanco cientifico;Nao;Nao;Sim;Pela plataforma Carlos Chagas;Nao se aplica (desempregado);;Sim;Aproximacao do estudante com empresas, envolvimentos com as empresas locais, mais projetos que envolvem pos doutores;Sim;Sim;Estou muito satisfeita com a oportunidade de fazer a pos graduacao na UNIFEI mas muito ansiosa com as poucas oportunidades de insercao no mercado. ;
Feminino;Doutorado;2013;Engenharia Eletrica;9;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;2;Avanco cientifico;Sim;Sim;Nao;;Pesquisador;Sim;Nao se aplica (Desempregado);Uma formacao mais aplicada a industria por exemplo. Pois emprego de professor Universitario esta escasso.;Sim;Sim;Sou muito grata a UNIFEI por minha formacao. Tive sempre um otima orientadora e condicoes de trabalho. Mas sei que isso nao ocorre para todos os estudantes, que muitas vezes sao mal orientados e nao tem condicoes de trabalho, alem de sofrer pressao de seus orientadores e nao tem a quem recorrer.;
Feminino;Doutorado;2017;Ciencia e Tecnologia da Computacao;9;2;3;3;3;3;2;2;3;Sem condicoes de avaliar;3;3;3;2;3;2;3;2;2;;Recebi bolsa tanto CAPES quanto CNPq. Variando o periodo do curso, incluindo PDSE da CAPES;Sim;Sim;Sim;Nao;Nao;;Nao;Em mais de um tipo de evento: nacional, regional, internacional;3;Avanco cientifico;Sim;Sim;Nao;Participei do programa institucional PDSE da CAPES pela cota de bolsas do programa;Docente;Sim;Sim;Nao e questao do programa, e sim da intensa concorrencia e escassez de concursos publicos para vagas de docentes de nivel superior, relacinadas inclusive a crise economica no Brasil;Sim;Sim;Realizei graduacao, mestrado e doutorado na UNIFEI. A instituicao preza por uma formacao academica solida, contribuindo significativamente para a base de conhecimento de seus egressos. O grupo de pesquisa com que trabalhei tem trabalhos relevantes, massa critica especializada e contribuiu muito para minha formacao profissional e atuacao tanto na docencia quanto na pesquisa. A UNIFEI possui infraestrutura e organizacao impares e professores em geral comprometidos com a pos graduacao. Tenho muita satisfacao de ter tido a oportunidade de me formar na instituicao;Assim como outras instancias da UNIFEI, a PPG e muito eficiente
Feminino;Doutorado;2019;Ciencia e Tecnologia da Computacao;9;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Nao;Sim;2;Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Sim;;Sim;Sim;;
Masculino;Doutorado;2016;Administracao;10;3;2;Sem condicoes de avaliar;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;;Sim;Nao;Sim;Nao;Nao;Nao;;Sim;Sim;3;Avanco cientifico;Nao;Sim;Nao;;Pesquisador;Sim;Sim;;Nao;Sim;MUITO SATISFEITO. ;
Feminino;Mestrado;2013;Engenharia de Materiais;10;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;1;3;;Sim;Nao;Nao;Nao;Nao;Sim;Nao;Sim;Sim;2;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Nao;;Sim;Sim;;
Masculino;Mestrado;2018;Engenharia de Materiais;10;3;2;3;2;3;Sem condicoes de avaliar;3;2;2;3;3;2;2;2;2;3;3;3;2;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Nao;Nao;3;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Outras ocupacoes na iniciativa privada;Sim;Sim;;Nao;Sim;;
Feminino;Mestrado;2020;Ciencia e Tecnologia da Computacao;9;3;3;3;2;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Nao;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Estudante de doutorado em Fisica UFRPE;Nao;Sim;Atuacao do projeto de pesquisa com empresas privadas;Sim;Sim;Minha experiencia com a UNIFEI - campus Rio Paranaiba, foi muito enriquecedora. Participei de muitos projetos da universidade, palestras, ta tudo bem, ioga. Minha dissertacao teve otimos resultados e ainda vamos fazer a parte de campo para publicar. ;Eles foram muito solicitos, pensando em formas de como executar o projeto de pesquisa. Muito valida a contribuicao deles.
Feminino;Doutorado;2012;Engenharia de Producao;10;3;3;2;3;2;3;2;2;2;2;3;3;3;3;2;3;2;3;;Sim;Nao;Sim;Nao;Nao;Sim;Nao;Nao;Sim;2;Nenhuma dos impactos listados;Nao;Nao;Sim;Minha orientadora havia voltado de um pos-doc, e as portas estavam abertas para quem quisesse ir desenvolver a pesquisa la. Fui com minha bolsa de mestrado, nao houve outra ajuda.;Nao se aplica (desempregado);;Nao;;Sim;Sim;e indescritivel a satisfacao pessoal, pois a UNIFEI e sensacional, linda e fiz amigos. Profissionalmente eu fiquei satisfeita, porem sinto que eu nao soube aproveitar algumas oportunidade que surgiram. Mas tempo depois fui professora substituta em outro departamento e foi muito bom.;Nao tenho nenhum comentario a respeito da PRPPG, pois nao me lembro de ter tido contato com o setor.
Masculino;Doutorado;2020;Engenharia de Materiais Fisica;10;3;3;3;2;3;2;3;3;3;3;3;3;2;2;3;2;1;3;3;Nao;Sim;Nao;Nao;Nao;Sim;Nao;Sim;Sim;2;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Docente;Sim;Nao;;Nao;Sim;Satisfeito;Tivemos muita coragem e trabalho, mas pouco incentivo financeiro para a busca de respostas aos problemas de pesquisa.
